16 1 0 0 48 28 98 1 2 1 32 25 9 6
23 2 1 0 29 46 75 2 2 1 145 145 2 1
33 1 0 0 44 46 63 3 2 1 131 118 2 0
17 1 0 0 32 23 66 2 2 1 111 88 1 1
23 1 2 0 29 51 75 3 2 1 145 145 2 1
18 1 0 0 19 46 68 2 2 1 93 98 2 2
19 1 0 0 54 29 94 1 2 1 80 102 2 1
22 1 0 0 25 23 79 1 2 1 93 82 2 1
23 1 0 0 45 49 75 4 2 8 145 145 2 1
15 1 0 0 35 62 77 3 2 1 93 88 6 5
17 1 1 0 27 67 64 2 2 1 86 84 1 1
26 1 0 0 2 32 85 4 2 1 237 245 1 0
13 2 0 0 40 35 90 2 2 1 69 51 1 0
26 2 0 0 15 31 76 2 2 0 183 242 1 0
23 2 0 0 29 75 75 2 2 1 145 145 2 1
16 1 0 0 59 65 78 2 2 1 29 32 9 8
26 1 0 0 7 21 82 1 2 1 146 176 3 3
25 1 0 0 11 77 93 5 2 1 207 198 2 2
26 1 0 0 4 28 88 1 1 1 170 196 1 1
23 1 0 0 19 49 92 2 2 1 45 34 1 1
28 1 0 0 18 32 66 2 2 1 153 176 2 1
23 1 0 0 23 27 75 1 2 0 145 145 2 1
15 1 0 0 25 17 67 3 2 0 90 87 1 1
19 1 0 0 39 4 91 1 2 1 75 81 1 1
21 1 0 0 26 31 74 1 2 0 340 354 2 1
19 1 0 0 34 34 83 3 2 1 65 79 2 0
25 1 0 0 9 45 83 11 2 1 97 113 2 2
24 1 0 0 36 39 79 3 2 1 65 69 4 5
34 1 0 0 40 35 54 2 2 1 213 220 5 4
23 1 0 0 22 40 93 2 2 1 203 197 2 1
34 1 0 0 37 51 63 2 1 1 289 274 3 1
16 1 0 0 15 75 83 10 2 1 118 121 2 2
29 1 0 0 8 38 73 6 2 1 179 214 1 0
29 1 0 0 72 40 72 9 2 1 293 305 2 1
15 2 0 0 24 77 64 10 2 1 116 110 2 2
25 1 0 0 8 20 99 0 2 1 287 313 0 0
16 1 0 0 24 17 96 3 2 1 94 104 2 2
19 1 0 0 23 29 75 6 2 1 44 198 0 0
29 1 0 0 59 67 64 1 2 1 256 115 2 0
24 1 0 0 45 21 81 1 1 1 118 118 2 2
17 2 0 0 2 33 87 2 2 1 166 155 1 1
36 1 0 0 42 20 49 1 2 1 220 288 2 1
18 1 0 0 1 54 91 5 2 1 73 103 0 0
23 1 0 0 32 22 95 1 1 1 83 83 3 3
31 1 1 0 53 36 68 2 2 1 346 67 1 0
23 1 0 0 27 17 75 2 2 0 145 145 2 1
22 2 1 0 2 98 78 3 2 1 300 302 2 1
20 2 0 0 1 51 87 5 3 0 70 70 0 0
16 1 0 0 30 31 81 11 2 1 187 188 1 1
13 1 0 0 29 60 55 4 2 1 84 90 5 5
